Datetime,Open,High,Low,Close,Adj Close,Volume,SMA_ratio,MACD_hist,RSI,SO_diff,returns
2022-09-13 08:00:00+00:00,1.0147134065628052,1.0157440900802612,1.0135819911956787,1.0157440900802612,1.0157440900802612,0,1.0107411970689506,-1.144903825318227e-05,54.97763012181617,16.84313707882663,0.0009142599651164
2022-09-13 09:00:00+00:00,1.0150223970413208,1.0168802738189695,1.0147134065628052,1.0168802738189695,1.0168802738189695,0,1.010874832981325,0.0001131655759051,66.96820303656791,7.167458651047994,0.0011185728273532
2022-09-13 10:00:00+00:00,1.0169836282730105,1.0182262659072876,1.0163633823394775,1.0182262659072876,1.0182262659072876,0,1.0109583871595096,0.0002610012104207,68.51903033977337,0.0,0.001323648538547
2022-09-13 11:00:00+00:00,1.0180189609527588,1.0188486576080322,1.01781165599823,1.0180189609527588,1.0180189609527588,0,1.0110224940055712,0.0003159188954006,69.57667167611218,-8.51235575776478,-0.0002035941926366
2022-09-13 12:00:00+00:00,1.0181225538253784,1.0182262659072876,1.003814458847046,1.0040160417556765,1.0040160417556765,0,1.0109196690870628,-0.0005714052568804,28.876104028172723,-61.51660273578982,-0.0137550671786871
2022-09-13 13:00:00+00:00,1.003814458847046,1.0043185949325562,1.001001000404358,1.003512263298035,1.003512263298035,0,1.0108266015276777,-0.0011400074868694,29.7338045443748,-20.14373419315949,-0.0005017633550562
2022-09-13 14:00:00+00:00,1.003512263298035,1.0042177438735962,1.0014019012451172,1.0016026496887207,1.0016026496887207,0,1.010772797531985,-0.0015661527191559,29.17179942069241,-2.889774056096234,-0.0019029300180528
2022-09-13 15:00:00+00:00,1.001803278923035,1.0020040273666382,1.0,1.0,1.0,0,1.0106890000400182,-0.0018575101319974,27.738130771805096,-5.813857700417004,-0.0016000853124926
2022-09-13 16:00:00+00:00,0.9998000264167786,1.0012015104293823,0.999300479888916,1.0,1.0,0,1.0105981390743228,-0.0019426007249371,26.01325227006478,1.2619521340714552,0.0
2022-09-13 17:00:00+00:00,1.0,1.00110125541687,0.9986019730567932,0.9990009665489196,0.9990009665489196,0,1.0105090319701346,-0.0019532750766632,25.137873713271897,0.1209600751646893,-0.0009990334510803
2022-09-13 18:00:00+00:00,0.9991008043289183,0.9997000694274902,0.9977052807807922,0.9979044198989868,0.9979044198989868,0,1.010403563181424,-0.0019185183584036,23.29358284586836,-1.2218001008541282,-0.0010976432322392
2022-09-13 19:00:00+00:00,0.9980040192604064,0.9982032775878906,0.997307300567627,0.9976056814193726,0.9976056814193726,0,1.0102733885630593,-0.0018018213898962,21.29569786102135,-0.047401674675368,-0.0002993658246793
2022-09-13 20:00:00+00:00,0.9976056814193726,0.9979044198989868,0.997008979320526,0.997307300567627,0.997307300567627,0,1.0101533637764242,-0.0016357537697103,19.248325014013822,0.1349717600605429,-0.0002990969852146
2022-09-13 21:00:00+00:00,0.997008979320526,0.997307300567627,0.9967108964920044,0.9968101382255554,0.9968101382255554,0,1.010017294306211,-0.0014564046764735,18.89769970102447,-0.6181766878810754,-0.0004985046653007
2022-09-13 22:00:00+00:00,0.9968101382255554,0.9980040192604064,0.995916783809662,0.9974067807197572,0.9974067807197572,0,1.0098749996541443,-0.0012050092836602,20.863345111132723,3.726911530205234,0.000598551791682
2022-09-13 23:00:00+00:00,0.9971083998680116,0.9983028173446656,0.9968101382255554,0.9981036186218262,0.9981036186218262,0,1.009738088132359,-0.0009124945314841,22.98028374757422,4.042220977846097,0.0006986496538214
2022-09-14 00:00:00+00:00,0.9978048205375672,0.9987016916275024,0.9972078204154968,0.9982032775878906,0.9982032775878906,0,1.0095857002831612,-0.0006455718708554,23.423513665581147,1.3026349875541443,9.984831655263092e-05
2022-09-14 01:00:00+00:00,0.9983028173446656,0.9987016916275024,0.9975062012672424,0.9983028173446656,0.9983028173446656,0,1.009385084478035,-0.0004072185831472,20.79591395858408,0.6277579537905904,9.971892400062464e-05
2022-09-14 02:00:00+00:00,0.9983028173446656,0.999300479888916,0.9983028173446656,0.9988014698028564,0.9988014698028564,0,1.0091895024738835,-0.0001728683256199,21.938507262938803,16.000743022180348,0.0004995002012688
2022-09-14 03:00:00+00:00,0.9990009665489196,0.999300479888916,0.998502254486084,0.9991008043289183,0.9991008043289183,0,1.0089718342028515,3.436188012240042e-05,21.02258739537174,10.561753652507356,0.000299693718033
2022-09-14 04:00:00+00:00,0.9992006421089172,1.0002000331878662,0.9990009665489196,0.9998000264167786,0.9998000264167786,0,1.008772845527288,0.0002391719842779,20.35117898334992,18.29829576887189,0.0006998513912015
2022-09-14 05:00:00+00:00,0.9997000694274902,1.000400185585022,0.9983028173446656,0.9986019730567932,0.9986019730567932,0,1.0085539163380155,0.000310103928231,16.08857296410238,-0.1765442737695721,-0.0011982929869277
2022-09-14 06:00:00+00:00,0.9986019730567932,0.9987016916275024,0.9963136315345764,0.9969095587730408,0.9969095587730408,0,1.0083142490724577,0.0002611495174071,10.953382289680954,-25.4351576934768,-0.0016947836369397
2022-09-14 07:00:00+00:00,0.9974067807197572,0.9998000264167786,0.9971083998680116,0.9991008043289183,0.9991008043289183,0,1.0080895435675032,0.0003868698101977,17.694872609131103,24.025513454596656,0.002198038464567
2022-09-14 08:00:00+00:00,0.9986019730567932,1.00110125541687,0.9986019730567932,0.9994003772735596,0.9994003772735596,0,1.007760290219056,0.0004938784803215,35.184434070559426,14.739566664140192,0.0002998425617746
